user,type,date,country,uploads,views,subs
threadbanger,howto,2007-03-02,us,720,"395,126,663","2,161,705"
tidelaundry,howto,2006-09-19,us,187,"113,315,638","31,999"
tipsybartender,howto,2010-11-02,us,"1,060","368,184,378","2,522,069"
veveantelo,howto,2007-01-23,br,310,"161,442,578","715,430"
vsebudedobreua,howto,2012-09-13,ua,"5,661","174,085,380","603,038"
waysandhow,howto,2011-09-23,us,833,"137,566,661","393,044"
whatsupmoms,howto,2012-04-03,us,336,"267,284,087","962,363"
wix,howto,2006-03-01,us,301,"36,212,434","27,832"
zegraca3,howto,2011-03-01,br,251,"49,177,832","1,371,810"
zoella280390,howto,2007-02-02,gb,259,"675,172,769","10,083,651"
acdcvevo,music,2009-09-02,us,144,"831,553,022","1,478,594"
adelevevo,music,2009-10-15,gb,29,"3,570,252,341","10,494,693"
alltrapnation,music,2012-09-23,us,668,"1,025,730,730","4,723,378"
anittaoficial,music,2011-11-02,br,101,"735,147,788","2,526,927"
arianagrandevevo,music,2010-10-21,us,49,"3,281,248,316","9,930,005"
atlanticvideos,music,2006-12-15,us,824,"3,653,789,465","4,198,318"
avexnetwork,music,2008-09-04,jp,"6,860","2,961,707,390","2,685,445"
aviciiofficialvevo,music,2011-11-29,se,93,"2,915,878,208","8,693,426"
bandagarotasafada,music,2009-06-21,br,135,"294,042,655","917,570"
beyoncevevo,music,2009-09-02,us,120,"4,857,234,234","8,886,346"
bigbang,music,2005-10-10,kr,549,"2,276,307,501","5,206,280"
brysontillervevo,music,2015-05-11,,16,"186,142,851","418,962"
calvinharrisvevo,music,2009-10-15,us,64,"3,241,986,691","6,434,893"
canalkondzilla,music,2012-03-21,br,165,"800,860,145","2,521,204"
catmusicoffice,music,2007-01-23,ro,"1,297","2,268,003,052","1,988,990"
chrisbrownvevo,music,2009-10-15,us,120,"3,941,016,079","7,901,544"
coldplayvevo,music,2010-01-03,gb,112,"2,652,997,561","4,823,230"
daddyyankeevevo,music,2009-05-12,us,40,"1,607,077,863","2,780,529"
davidbowievevo,music,2009-10-15,us,33,"96,672,448","287,017"
davidguettavevo,music,2009-12-11,us,134,"4,739,655,726","10,409,517"
demilovatovevo,music,2009-05-12,us,120,"2,393,958,728","8,480,780"
disneymusicvevo,music,2010-05-20,us,211,"1,443,495,040","3,008,771"
dokuzsekizmuzikyapim,music,2012-09-26,tr,"2,187","606,921,227","451,604"
drakevevo,music,2009-08-17,us,31,"1,713,979,500","4,751,879"
edsheeran,music,2006-08-08,gb,84,"2,606,709,467","8,170,424"
elektrarecords,music,2006-09-19,us,39,"3,712,521,627","10,019,027"
elliegouldingvevo,music,2010-02-11,us,89,"2,462,647,532","5,367,647"
ello,music,2005-11-19,ru,"5,921","1,981,327,201","2,097,614"
emimusic,music,2006-03-10,us,"6,191","10,062,249,774","4,920,821"
eminemvevo,music,2009-05-12,us,61,"6,073,313,606","17,489,998"
enriqueiglesiasvevo,music,2009-05-12,us,90,"4,807,016,097","6,617,256"
farrukovevo,music,2010-04-26,us,49,"924,062,415","1,723,366"
fifthharmonyvevo,music,2013-03-04,us,55,"1,130,934,962","3,558,310"
fueledbyramen,music,2006-06-09,us,"1,097","3,832,517,631","3,939,240"
genierock,music,2008-03-09,th,544,"3,177,139,094","4,213,637"
gmmgrammyofficial,music,2010-11-08,th,"4,815","6,037,378,438","6,309,004"
grammygoldofficia,music,2014-01-15,th,"1,484","820,368,498","1,013,052"
gunsnrosesvevo,music,2009-05-12,us,19,"1,560,271,902","2,216,091"
haashvevo,music,2009-10-15,us,86,"1,037,651,593","1,428,748"
harlemfetty,music,2012-10-10,us,28,"633,571,530","1,169,381"
hejproducao,music,2009-06-27,br,169,"1,253,760,235","1,958,536"
jasonderulo,music,2008-07-21,us,217,"2,575,258,244","4,902,307"
jbalvinvevo,music,2010-09-30,,45,"2,228,053,119","3,468,004"
jemproducoes,music,2008-07-29,br,158,"770,581,012","1,805,467"
jessiejvevo,music,2010-11-03,gb,66,"2,269,430,557","4,496,777"
justinbiebervevo,music,2009-09-26,us,119,"9,084,593,026","18,666,932"
katyperryvevo,music,2009-12-13,us,93,"6,966,864,661","17,916,238"
kevingatestv,music,2012-02-03,us,182,"582,665,032","1,032,795"
linkinparktv,music,2006-11-28,us,432,"2,410,335,924","5,819,810"
loenent,music,2011-01-31,kr,"5,596","2,918,607,669","3,702,613"
maitregimsvevo,music,2013-02-19,fr,71,"1,012,901,064","2,184,548"
majorlazer,music,2009-04-30,jm,108,"1,580,848,081","2,918,045"
malumavevo,music,2011-06-15,us,51,"1,371,952,214","2,702,159"
markronsonvevo,music,2009-09-02,us,44,"1,509,312,931","2,095,085"
maroon5vevo,music,2009-05-12,us,87,"4,588,178,283","9,592,954"
mattybraps,music,2010-05-31,us,195,"2,517,734,387","5,607,528"
mbckpop,music,2011-12-14,kr,"25,720","1,767,336,907","2,401,983"
meghantrainorvevo,music,2014-02-26,us,23,"2,182,446,842","4,683,884"
michaeljacksonvevo,music,2009-09-02,us,90,"2,823,302,342","4,292,916"
netdmuzikk,music,2014-01-23,tr,"5,275","5,403,006,174","2,343,499"
nickiminajatvevo,music,2010-04-01,us,51,"3,803,547,282","10,184,161"
nickyjamtv,music,2012-01-10,pr,143,"2,827,035,004","4,548,698"
nightcorereality,music,2013-04-25,us,272,"655,077,028","1,298,726"
nocopyrightsounds,music,2011-08-14,gb,227,"807,576,432","4,471,707"
officialpsy,music,2010-10-04,kr,75,"5,127,685,645","8,804,928"
officialtrapcity,music,2012-10-12,nl,614,"864,045,450","4,274,121"
onedirectionvevo,music,2010-12-04,gb,175,"5,586,186,357","19,143,763"
pitbullvevo,music,2009-05-12,us,142,"5,117,647,715","7,442,991"
planbvevo,music,2010-06-01,af,22,"1,504,385,570","2,000,748"
pollproductionweb,music,2011-02-26,tr,807,"834,670,336","417,784"
popsvietnam,music,2013-03-25,vn,"8,837","1,310,979,267","1,197,441"
reinomariaelenawalsh,music,2011-06-02,ar,286,"2,520,480,000","2,059,861"
remexmusic,music,2010-09-20,mx,362,"1,656,106,160","1,684,423"
rhinoentertainment,music,2006-09-19,us,"1,041","1,122,476,584","750,404"
rickymartinvevo,music,2009-09-02,us,261,"1,029,390,353","1,346,910"
rihannavevo,music,2009-05-12,us,94,"7,929,848,998","18,520,821"
romeosantosvevo,music,2011-04-21,us,113,"2,671,908,332","4,897,857"
rotanaaudio,music,2012-01-10,sa,"4,037","1,457,879,012","2,225,152"
rsiammusic,music,2011-03-08,th,"1,129","2,686,964,067","3,441,961"
rsvdo,music,2009-11-25,th,"2,684","2,235,439,099","3,165,363"
samsmithworldvevo,music,2013-10-28,us,42,"1,692,690,546","3,913,299"
selenagomezvevo,music,2009-11-24,us,106,"3,306,377,166","8,517,955"
shakiravevo,music,2009-09-02,us,104,"5,732,974,402","8,000,315"
shnur0k,music,2007-02-21,ru,381,"295,509,392","512,633"
siavevo,music,2009-05-12,us,52,"2,120,815,513","3,747,145"
silentovevo,music,2015-05-04,,7,"705,106,335","1,812,605"
smtown,music,2006-03-18,kr,"1,626","3,836,483,803","7,721,644"
sonymusicindiasme,music,2009-09-02,in,"1,455","970,920,657","2,068,429"
spinninrec,music,2007-07-12,mx,"7,128","7,092,030,652","12,502,118"
steprecordspl,music,2009-01-04,pl,"1,626","1,159,862,701","1,427,269"
taylorgangent,music,2008-05-09,us,360,"3,832,289,409","7,147,753"
taylorswiftvevo,music,2009-05-12,us,72,"7,991,781,871","18,192,189"
theofficialskrillex,music,2010-04-06,us,161,"2,738,664,532","12,219,900"
theweekndvevo,music,2011-07-13,ca,24,"1,838,272,413","4,398,160"
toyoraljanahtv,music,2008-11-24,jo,"1,711","2,320,943,046","2,007,069"
tseries,music,2006-03-13,in,"8,802","6,783,723,889","9,325,811"
ultrarecords,music,2006-10-24,us,"2,467","4,222,299,652","5,487,795"
wisinofficalvevo,music,2013-09-26,us,54,"1,021,049,596","1,245,520"
worldstarhiphoptv,music,2008-11-08,us,911,"889,972,823","1,936,864"
zeemusiccompany,music,2014-03-12,in,"1,201","805,253,706","1,081,972"
aajtaktv,news,2009-08-27,in,"48,317","288,234,297","669,846"
abcnews,news,2006-08-07,us,"28,094","1,674,914,801","1,629,717"
abntelugutv,news,2011-08-09,in,"81,898","317,470,955","277,342"
actualidadrt,news,2009-12-17,ru,"25,366","420,690,538","528,104"
alaantube,news,2008-10-23,ae,"65,586","522,069,345","586,387"
alhayahtvnetwork,news,2014-06-05,eg,"59,275","404,386,729","630,495"
aljazeerachannel,news,2007-03-26,qa,"63,922","461,025,846","928,194"
aljazeeraenglish,news,2006-11-23,qa,"60,533","634,506,590","837,536"
appleactionews,news,2007-11-06,hk,"62,828","1,236,341,404","965,913"
arabttv,news,2014-01-27,,14,"15,796,920","14,143"
asianetnews,news,2008-09-25,in,"43,083","225,044,237","324,040"
associatedpress,news,2006-09-18,us,"93,581","1,624,578,330","568,437"
austriagurke,news,2010-08-28,de,108,"70,046,650","39,556"
azamerica,news,2007-02-21,us,"10,605","737,452,047","365,239"
aztecanoticiastv,news,2011-02-11,mx,"50,302","116,629,284","140,845"
barcroftmedia,news,2006-06-23,gb,"1,427","1,718,482,613","1,846,289"
bbcnews,news,2006-04-08,gb,"4,157","166,241,831","680,827"
beyondsciencetv,news,2013-10-27,us,187,"91,417,441","825,358"
brighttv20,news,2014-04-11,th,"8,897","93,229,531","164,654"
cadena3noticias,news,2012-02-10,mx,"30,919","455,325,333","471,951"
catersnewsagency,news,2012-07-17,gb,638,"132,831,927","116,165"
chinatimes,news,2006-06-20,tw,"164,215","863,750,831","671,583"
choufmedia,news,2012-12-01,ma,"14,191","218,620,383","264,676"
chvtevedeverdad,news,2012-05-02,cl,"6,391","121,626,618","152,379"
cnn,news,2005-10-02,us,"77,316","1,072,945,295","1,202,414"
ctitv,news,2007-01-17,tw,"47,625","331,634,323","305,395"
ennahartvlive,news,2013-01-01,dz,"35,499","90,881,743","166,096"
ettvctime,news,2012-07-18,tw,"8,444","166,991,829","258,364"
fatalaccidents,news,2013-02-21,lu,"1,050","71,328,177","71,513"
folha,news,2006-03-01,br,"2,393","36,852,932","80,670"
foxnewschannel,news,2006-09-19,us,"9,769","79,861,824","198,242"
ftvcp,news,2008-08-05,tw,"138,214","282,834,836","199,382"
girlspk1,news,2014-03-28,ae,"1,938","41,271,589","103,154"
gmanews,news,2007-10-29,ph,"164,578","807,573,554","927,828"
grillonautas2,news,2011-05-22,mx,"5,516","281,989,837","243,906"
hln,news,2006-05-11,us,"20,636","195,320,994","145,224"
huffingtonpost,news,2007-12-17,us,700,"83,620,228","96,925"
indiatv,news,2006-08-26,in,"76,262","449,439,764","466,351"
itnnews,news,2006-11-26,gb,"15,481","604,410,172","285,315"
justkiddingnews,news,2012-07-10,us,"2,211","790,397,120","1,462,393"
k24tv,news,2008-02-04,ke,"34,544","63,017,950","150,341"
kanalukraine,news,2012-05-07,ua,"13,767","328,462,792","325,370"
matichontv2011,news,2012-01-13,th,"9,472","121,178,087","99,770"
mattsteffanina,news,2007-11-28,us,129,"216,871,302","1,436,454"
memehongkong,news,2013-05-10,hk,"14,581","141,787,476","123,870"
morningnewstv3,news,2012-06-15,th,"26,011","403,783,425","662,544"
mrlecongnhan,news,2010-06-11,vn,996,"111,003,713","107,254"
mubasheryoum7,news,2012-08-02,eg,"68,638","352,771,994","1,111,128"
ndtv,news,2006-05-08,in,"48,892","448,873,001","500,600"
newdramaalert,news,2014-06-16,us,332,"121,690,670","1,000,743"
newmediarockstars,news,2011-10-08,us,292,"76,768,896","406,715"
newsebc,news,2011-06-06,tw,"93,714","196,027,401","130,492"
nmanews,news,2009-12-02,tw,"14,859","485,827,678","268,400"
nmanewsdirect,news,2011-03-18,tw,"8,014","153,329,676","133,091"
nolife127,news,2011-02-13,us,72,"63,934,310","413,653"
ntvru,news,2008-08-11,ru,"18,009","285,597,059","344,194"
onpcofficielle,news,2012-11-23,fr,"2,739","110,292,258","132,982"
ontveg,news,2010-10-06,eg,"176,468","257,483,775","756,586"
pongalo,news,2006-06-01,us,"15,097","248,538,965","175,276"
rafaelmorenovalletv,news,2012-01-09,mx,685,"31,436,693","10,004"
rfavietnamese,news,2010-03-26,us,"5,216","142,480,064","103,918"
rtarabic,news,2008-07-05,ru,"31,065","329,944,455","402,801"
rtrussian,news,2011-09-26,ru,"19,149","561,373,934","585,913"
ruptlytv,news,2012-11-06,de,"31,331","183,481,283","131,508"
russia24tv,news,2012-01-20,ru,"28,742","194,430,323","284,981"
russiatoday,news,2007-03-28,ru,"29,250","1,646,672,444","1,722,198"
scoanvideos,news,2012-12-10,ng,652,"116,797,432","300,441"
seculartalk,news,2008-04-22,us,"7,234","131,344,469","259,400"
setnews159,news,2013-07-30,tw,"31,524","92,849,501","75,148"
sharqiyatube,news,2010-02-19,iq,"8,674","141,256,408","261,145"
songmaca,news,2014-06-04,vn,"1,990","32,751,660","24,962"
sourcefed,news,2011-04-25,us,"4,137","813,577,671","1,696,536"
sourcefednerd,news,2012-09-26,us,"1,935","265,017,453","894,636"
tbscts,news,2007-01-30,tw,"110,908","301,266,027","219,345"
televisionorient,news,2011-05-14,ae,"23,507","121,922,563","182,555"
theabscbnnews,news,2009-10-22,ph,"38,957","1,383,504,354","2,337,327"
thealexjoneschannel,news,2008-02-12,us,"23,571","643,506,512","1,245,862"
theyoungturks,news,2005-12-21,us,"24,037","2,428,086,446","2,583,227"
tnn24official,news,2011-10-12,th,"29,746","95,568,770","108,597"
todostusvideos,news,2008-09-22,ar,"4,663","18,151,878","3,137"
tomonewsarabic,news,2013-12-27,sa,"3,366","187,072,668","223,077"
tomonewsfr,news,2013-12-25,fr,"4,176","215,800,563","156,519"
tomonewsjp,news,2012-12-10,jp,"10,223","458,463,679","234,936"
tomonewsmx,news,2013-11-06,mx,"4,590","297,614,242","239,286"
tomonewsru,news,2013-12-25,ru,"3,481","211,555,250","229,668"
tomonewsus,news,2013-01-14,us,"14,341","1,065,052,012","834,887"
tv9telugulive,news,2011-12-15,in,"13,923","57,591,962","122,310"
tvbs,news,2006-04-11,tw,"92,745","194,981,088","178,247"
twappledaily,news,2010-12-16,tw,"26,211","225,165,463","162,070"
univisionnoticias,news,2012-02-26,us,"25,107","482,513,669","645,338"
usatoday,news,2006-03-20,us,"8,844","185,416,870","112,620"
v6newstelugu,news,2013-01-26,in,"39,694","122,002,349","161,978"
vicenews,news,2013-11-20,us,"1,630","352,418,095","1,742,872"
videonoticiasmexico,news,2014-11-15,mx,21,"17,024,476",0
voatiengvietvideo,news,2010-07-28,vn,"6,894","162,990,271","162,329"
vtctv,news,2013-07-19,vn,"8,916","242,457,515","211,338"
watchmojo,news,2007-01-25,ca,"10,184","5,108,940,908","10,747,070"
youtube,news,1969-12-31,us,225,"752,878,249","24,006,854"
ytnnews24,news,2013-05-23,kr,"186,584","202,040,336","78,458"
zeenews,news,2007-06-19,in,"35,769","132,720,931","265,156"
0hakikat0,nonprofit,2011-11-14,tr,128,"44,307,307","94,524"
4shbabtv,nonprofit,2008-12-29,sa,"7,909","71,999,432","209,993"
777worship,nonprofit,2008-11-11,us,161,"62,034,146","58,666"
adnanwaly1991,nonprofit,2012-01-10,,805,"21,691,403","33,169"
advocatehealthcare,nonprofit,2009-10-01,,"1,903","2,926,038",865
ahmadalshugairi,nonprofit,2010-08-08,sa,899,"240,008,013","1,427,036"
alarefetv,nonprofit,2010-12-24,sa,"1,870","52,912,163","659,304"
aljadeedprograms,nonprofit,2012-10-18,lb,"11,316","163,624,041","256,397"
anonymousworldvoce,nonprofit,2012-01-24,us,111,"23,806,468","584,537"
apatvofficial,nonprofit,2013-03-06,az,"13,697","21,201,471","16,388"
apoiopolicialoficial,nonprofit,2014-05-02,br,261,"32,652,243","80,703"
apostolboricua,nonprofit,2010-01-08,pr,179,"27,407,242","25,423"
artpodgotovka,nonprofit,2011-12-16,ru,812,"32,387,768","67,436"
awwalalghaith,nonprofit,2014-08-11,ae,39,"17,584,473","7,089"
bachamazar,nonprofit,2009-10-06,af,615,"43,109,089","237,858"
basurmann,nonprofit,2011-08-16,us,602,"19,989,028","14,003"
cancerresearchuk,nonprofit,2007-10-31,gb,289,"8,495,867","6,099"
cheburussiantv,nonprofit,2014-08-12,ru,51,"65,470,411","643,386"
coltrane78,nonprofit,2006-08-22,us,178,"31,129,417","128,635"
daaivideo,nonprofit,2009-05-18,tw,"24,551","45,485,728","74,498"
davidpawsonministry,nonprofit,2013-06-02,,292,"531,842","5,493"
dnf10639000,nonprofit,2010-05-28,ws,179,"11,587,443",0
dominicaninchile,nonprofit,2012-03-25,us,210,"26,960,520","47,142"
eddyloco1,nonprofit,2009-01-07,,9,"139,131","4,026"
elsa3edtv,nonprofit,2014-01-26,eg,134,"10,807,474","31,058"
fero061982,nonprofit,2013-03-17,rs,2,"51,130,642","3,155"
fondgbntv,nonprofit,2012-12-03,ru,810,"17,656,238","23,081"
funictv,nonprofit,2013-06-11,ua,"2,943","15,813,704","22,338"
globalcgn,nonprofit,2010-03-31,kr,"4,133","27,348,169","40,517"
grupocpflenergia,nonprofit,2009-09-01,br,58,"3,758,651","1,432"
hayalhanem,nonprofit,2013-05-28,tr,285,"19,406,799","174,713"
hrblock,nonprofit,2006-08-17,us,137,"3,151,429","8,980"
hsus,nonprofit,2006-03-10,us,956,"64,344,837","138,659"
idamawatu,nonprofit,2006-04-21,us,"5,266","426,614,092","337,865"
independentinstitute,nonprofit,2008-03-24,us,457,"3,995,352","8,890"
internationalcntv,nonprofit,2013-05-22,cn,"14,860","41,542,336","47,157"
ishafoundation,nonprofit,2006-09-24,in,771,"37,570,791","146,014"
iuripalmeiras2012,nonprofit,2012-01-29,,49,"15,490,043","10,717"
jimjohnrayrobby,nonprofit,2011-09-12,de,48,"33,817,969","29,089"
jungtosociety,nonprofit,2011-08-11,kr,"1,150","87,528,880","98,318"
kaiserpermanenteorg,nonprofit,2008-08-14,us,"1,176","10,530,919","4,438"
kbehram,nonprofit,2007-12-14,us,524,"32,088,632","87,906"
lacaixatv,nonprofit,2008-05-16,es,"1,884","38,378,562","9,338"
leitodag,nonprofit,2012-09-11,us,237,"18,442,755","36,289"
lionversussmoking,nonprofit,2014-04-16,ru,79,"55,425,674","508,630"
livenakedforever,nonprofit,2013-03-01,us,13,"46,365,984","148,117"
lojain2,nonprofit,2011-04-28,sa,60,"92,013,780","151,131"
lomak1581,nonprofit,2011-09-16,ru,70,"55,643,909","334,675"
loukosdesejos,nonprofit,2011-05-23,br,646,"21,822,591","43,393"
loveourlamb,nonprofit,2013-08-30,au,26,"3,130,880","2,795"
luarperfect,nonprofit,2011-10-03,br,66,"69,510,536","142,956"
magnoliatvchannel,nonprofit,2013-03-30,ua,"1,535","31,026,358","24,545"
maroweltshow,nonprofit,2011-03-04,de,460,"27,366,364","145,838"
mcdonaldsrussia,nonprofit,2010-10-05,ru,294,"62,102,108","23,141"
mediakhana,nonprofit,2014-11-18,kz,135,"13,433,661","22,275"
mensagemdedeus1,nonprofit,2011-09-23,br,"1,188","31,288,085","85,054"
mormonmessages,nonprofit,2008-08-07,us,"2,153","120,979,512","388,581"
mormonmessagesspa,nonprofit,2009-12-23,us,"1,208","26,593,271","96,128"
mrchaklidel,nonprofit,2014-03-03,fr,34,"16,721,816","18,543"
msraid1000,nonprofit,2012-07-10,iq,573,"24,645,746","26,558"
nemagia,nonprofit,2013-08-13,dj,152,"82,769,824","658,499"
officialpeta,nonprofit,2008-02-07,us,"1,133","74,132,038","146,831"
officialvideoadventi,nonprofit,2012-01-26,mx,"1,303","10,588,031","13,375"
olaymexicooficial,nonprofit,2011-08-29,mx,21,"15,119,129","3,590"
onlinerby,nonprofit,2012-08-28,by,"1,157","32,041,725","67,927"
panadolarabia,nonprofit,2013-09-04,ae,54,"32,613,628","6,810"
pantallasamigas,nonprofit,2009-02-23,es,91,"31,946,989","65,273"
planetshakerstv,nonprofit,2007-09-04,au,167,"41,967,281","163,114"
politrussiacom,nonprofit,2012-07-10,ru,"2,579","84,582,475","204,808"
primecrimeru,nonprofit,2007-09-29,fr,805,"109,970,006","29,595"
professorferretto,nonprofit,2014-03-20,br,303,"14,035,968","245,197"
queenhouse85,nonprofit,2009-02-11,cl,374,"25,901,683","19,091"
quickenloans,nonprofit,2006-10-24,us,579,"6,992,874","2,603"
rakamaka4,nonprofit,2014-03-08,us,89,"205,420,275","1,865,214"
rameshnaiduchannel,nonprofit,2012-04-23,in,337,"28,329,450","33,612"
ranamuhammadatif,nonprofit,2008-05-21,pk,36,"31,772,746","66,010"
reckittbenckiserkr,nonprofit,2014-06-10,kr,159,"43,591,412","7,413"
rednoseday,nonprofit,2006-08-09,gb,"1,105","140,364,588","376,722"
renofandub,nonprofit,2011-07-06,co,252,"33,116,007","172,578"
roadcontrol,nonprofit,2008-12-15,ua,998,"60,872,176","83,366"
rydbelgium,nonprofit,2012-04-27,be,8,"11,070,410",716
scenariosafrica,nonprofit,2009-03-29,us,735,"42,626,206","49,008"
sozlerkosku,nonprofit,2011-03-06,tr,264,"28,657,522","254,473"
sunich108,nonprofit,2012-10-31,ru,"6,159","16,224,234","20,941"
tedxtalks,nonprofit,2009-06-23,us,"69,059","747,703,037","3,554,448"
thaihealthmedia,nonprofit,2011-07-20,th,584,"34,378,124","64,669"
therusstil,nonprofit,2013-08-11,ru,159,"33,839,074","69,311"
thesceneyt,nonprofit,2014-03-20,us,112,"13,692,812","49,735"
thestintgames,nonprofit,2012-08-20,ru,323,"116,740,901","937,706"
truthorange,nonprofit,2007-01-03,us,269,"31,346,926","103,303"
tvcenter,nonprofit,2006-11-07,ru,"4,611","98,147,522","96,305"
tvloock,nonprofit,2014-04-08,ru,"1,616","7,756,190","8,311"
tvroscosmos,nonprofit,2009-03-24,ru,"2,586","28,918,048","72,541"
venetianprincess,nonprofit,2006-09-15,us,96,"351,089,723","912,706"
vincentnd1996,nonprofit,2011-01-05,us,158,"32,262,896","53,111"
wearetheworld,nonprofit,2006-03-22,us,7,"197,120,380","150,369"
wilmarvietnam,nonprofit,2012-06-08,vn,328,"29,702,968","23,897"
winxclubpowerstv,nonprofit,2014-03-02,ca,71,"36,039,038","37,427"
zahratalain,nonprofit,2008-07-29,ae,353,"54,176,864","73,371"
zakonavne,nonprofit,2014-01-12,us,189,"18,334,220","16,229"
aaghm,people,2013-12-09,eg,"1,109","270,890,556","192,361"
abpnewstv,people,2012-06-01,in,"51,497","249,223,475","381,478"
adrie18,people,2007-11-13,ca,24,"211,737,714","140,978"
ahdapting,people,2011-12-14,us,879,"267,620,174","1,806,064"
alarabiya,people,2006-09-19,ae,"27,337","439,434,820","845,742"
alexiolabestia,people,2009-09-30,us,46,"96,984,250","156,698"
all4tubekids,people,2007-11-09,us,794,"523,950,011","793,229"
amazingphil,people,2006-02-07,gb,218,"310,655,945","3,341,807"
amusementforce,people,2013-07-07,us,"3,704","295,027,112","217,748"
andrewschrock,people,2007-06-12,us,"1,660","216,796,225","796,616"
anpanman123omocha,people,2013-12-23,jp,"1,358","766,321,708","444,090"
anpanmanthomas1,people,2014-02-17,jp,315,"87,507,565","58,053"
asavlogs,people,2012-07-28,us,831,"172,987,962","832,896"
bananafone34,people,2008-11-08,us,"1,113","257,397,075","2,163,772"
beautee132,people,2007-03-31,us,51,"260,611,032","696,034"
blndsundoll4mj,people,2007-01-04,us,"1,423","556,561,109","2,225,742"
bonniehoellein,people,2013-03-26,us,293,"85,364,735","213,776"
bratayley,people,2010-12-30,us,"1,494","1,390,592,636","2,287,392"
buzzfeedvideo,people,2011-08-10,us,"2,717","5,881,847,455","9,012,001"
capitulosromanticos,people,2014-04-29,us,"2,100","340,913,761","256,823"
caseyneistat,people,2010-02-15,us,441,"459,028,353","2,166,105"
cifika,people,2011-12-22,,7,"1,736,376","2,171"
cmcmgl,people,2014-07-03,us,63,"114,916,376","67,758"
concrafter,people,2011-08-01,de,"1,644","348,876,038","1,419,636"
dailybumps,people,2012-12-31,us,"1,123","627,123,848","1,134,867"
danbisw,people,2010-10-05,kr,"5,063","202,500,788","155,076"
danisnotonfire,people,2006-10-12,gb,130,"491,481,010","5,563,477"
dekjewchillout,people,2014-11-03,th,"1,574","411,467,196","316,920"
delrecords,people,2009-01-30,us,"1,827","428,426,619","776,748"
disneymas,people,2014-10-05,es,112,"52,572,592","94,680"
djmedic2008,people,2008-01-20,ca,931,"652,641,983","1,023,302"
dnermc,people,2011-06-10,de,"2,441","725,143,112","2,508,341"
doseoffousey,people,2014-01-29,us,381,"240,031,768","2,262,751"
electromotor2011,people,2011-02-07,ua,"1,313","133,041,046","583,649"
ellystripes,people,2011-07-24,au,273,"59,774,326","36,080"
enakimura,people,2008-12-06,jp,"2,062","204,134,887","82,680"
eodyd188,people,2013-07-10,kr,865,"231,692,279","651,397"
evantuberaw,people,2012-04-21,us,202,"793,771,315","1,382,368"
failurehome,people,2012-09-08,us,450,"239,354,881","674,963"
familyfunpack,people,2011-10-03,us,711,"3,353,720,225","1,525,497"
fla1982,people,2007-05-10,br,"1,000","259,303,788","1,253,684"
historiaspositivas,people,2014-09-30,es,190,"196,865,539","413,984"
ianh,people,2005-11-25,us,737,"1,153,532,803","5,128,273"
idipt,people,2014-07-03,ru,97,"117,114,448","982,105"
itsjudyslife,people,2010-03-10,us,"1,745","536,877,031","1,258,498"
jess2regina,people,2011-07-10,,8,"4,035,245","5,085"
jhaschak,people,2008-02-05,us,28,"205,558,724","845,073"
joeygraceffa,people,2009-10-26,us,"1,338","735,838,888","5,751,495"
juliencotv,people,2014-07-27,de,72,"135,318,572","1,679,025"
julsaintjean,people,2012-11-21,fr,23,"147,060,461","958,303"
kidsofninja,people,2013-11-01,jp,903,"182,951,247","102,895"
kittiesmama,people,2008-08-10,us,738,"993,528,553","1,591,781"
kougeisha,people,2007-07-25,jp,610,"821,223,257","412,801"
lifiatubehd,people,2014-03-04,id,189,"413,244,480","303,368"
lospolinesios,people,2012-12-16,mx,225,"324,133,550","2,093,051"
lubatv,people,2010-09-17,br,412,"142,848,464","1,973,614"
mamilosmolengas,people,2010-10-27,br,229,"294,200,752","2,674,453"
mattybvlogs,people,2011-06-27,us,260,"267,614,953","1,143,878"
mmoshaya,people,2010-12-11,sa,283,"104,233,812","397,652"
monsterhigh,people,2007-09-25,us,"4,019","523,387,575","812,367"
moretdm,people,2014-10-02,gb,169,"235,815,265","1,712,976"
mrilakkuma,people,2012-01-08,ru,56,"134,540,800","2,296,525"
mrzae220,people,2010-04-26,us,505,"379,954,412","759,607"
mvrecordsregional,people,2014-11-20,,7,"13,321,038","47,358"
narutothaiofficial,people,2014-10-06,th,532,"273,304,422","480,884"
pewdiepie,people,2010-04-29,gb,"2,657","11,187,386,766","42,122,764"
playdohplaydoh,people,2014-11-18,us,163,"274,352,722",0
potemi926,people,2010-05-01,jp,514,"2,373,764,955","1,010,692"
ppextras,people,2012-06-03,mx,171,"296,944,601","1,887,160"
princesshimesuitetv,people,2013-03-09,jp,598,"221,798,210","98,286"
roiwassabigames,people,2012-02-10,us,314,"153,711,865","753,563"
romanatwoodvlogs,people,2013-08-12,us,836,"1,302,727,248","5,594,199"
saibelekaterina,people,2012-05-26,kz,485,"136,448,669","293,050"
saysasha,people,2010-05-19,ru,194,"420,766,561","2,995,606"
scumperjumper,people,2010-12-22,us,"1,231","243,757,687","1,698,502"
shane,people,2005-09-22,us,"1,520","1,323,757,937","6,299,765"
sparklesproduction,people,2009-04-04,gb,"1,275","352,687,975","1,393,253"
stars121264,people,2013-07-16,eg,"1,631","169,528,694","147,511"
stylebyellie,people,2011-10-17,us,814,"193,767,418","617,097"
supersharij,people,2013-05-13,nl,"2,227","781,472,328","705,686"
swoozie06,people,2006-02-09,us,298,"465,295,034","3,809,137"
